Age,Salary,Loan Amount,Years at Job,Debt to Income Ratio,Credit Score,Marital Status,Employment Type,Education Level,Home Ownership,Past Loan Defaults,Loan Purpose,Number of Dependents,Phone Number,Email Address,Credit Approval
55,53041.397866829604,19777.15525482865,27,0.5307373552868359,598,Single,Unemployed,PhD,Mortgage,2,Business,1,+1-410-883-9542,john.doe@demo.org,1
62,95348.60274561607,33359.393674811494,0,0.6509573351180726,390,Divorced,Salaried,High School,Own,4,Business,4,+1-762-711-1438,john.doe@testmail.com,1
68,83366.66147329393,32442.431247441255,7,0.6445911747423436,779,Married,Unemployed,PhD,Mortgage,3,Home,4,+1-924-329-9575,john.doe@testmail.com,1
25,39199.139780267964,30354.751730680648,36,0.5612935429484027,757,Married,Salaried,PhD,Rent,3,Business,3,+1-991-811-5424,john.doe@testmail.com,1
44,112687.54700346719,22118.886690475898,31,0.7769280103272255,750,Married,Salaried,Bachelor's,Rent,3,Education,1,+1-518-196-2598,john.doe@demo.org,0
44,101107.6173411678,29682.487474316455,36,0.20498120952681642,664,Single,Unemployed,High School,Rent,3,Business,4,+1-187-943-9894,john.doe@testmail.com,0
51,32072.034430887375,31841.84637434397,3,0.7256272002744159,650,Divorced,Unemployed,Master's,Own,0,Home,1,+1-735-906-6743,john.doe@example.com,0
38,88623.04898894214,29555.909982296303,29,0.6197345714330892,699,Married,Salaried,Master's,Own,2,Home,4,+1-144-304-5695,john.doe@testmail.com,1
47,99412.20016677643,24998.87537380407,5,0.8960751117945733,552,Divorced,Salaried,Master's,Rent,2,Home,0,+1-925-513-8525,john.doe@demo.org,0
50,63699.18327483798,5660.017567081872,18,0.8471944390335817,758,Single,Unemployed,High School,Own,3,Home,2,+1-265-142-1451,john.doe@demo.org,1
45,36202.93854304969,31417.776846551795,31,0.31514703913255326,798,Married,Self-employed,High School,Mortgage,0,Education,0,+1-177-927-4990,john.doe@testmail.com,1
64,36958.895893990855,12579.997331422384,8,0.2762373249751531,807,Married,Unemployed,High School,Rent,3,Car,4,+1-496-586-3371,john.doe@example.com,1
50,39382.226944662856,33915.91860262353,11,0.9816533238524479,603,Divorced,Salaried,High School,Rent,0,Business,2,+1-899-246-4644,john.doe@testmail.com,1
22,105639.56687823807,39170.49475652897,10,0.5272651809152565,800,Single,Self-employed,Bachelor's,Mortgage,3,Business,2,+1-467-852-4259,john.doe@example.com,1
65,111961.75784301417,27520.038910883366,15,0.9064209639144368,465,Divorced,Unemployed,High School,Own,1,Car,4,+1-211-355-5999,john.doe@testmail.com,0
36,41052.970366116046,29406.364924088222,0,0.1638810237804822,714,Single,Unemployed,Master's,Mortgage,1,Education,4,+1-306-957-8930,john.doe@demo.org,1
21,51231.54311355731,47816.5351849696,20,0.6428189148001743,761,Divorced,Self-employed,Bachelor's,Own,4,Home,1,+1-130-527-7745,john.doe@testmail.com,1
52,44896.84593305608,43122.53126176584,29,0.8098601873605862,413,Married,Salaried,High School,Rent,3,Car,4,+1-667-983-7692,john.doe@demo.org,0
66,46768.879154470866,46140.64321781615,12,0.9473952495864468,732,Single,Unemployed,Bachelor's,Mortgage,2,Education,3,+1-581-838-4883,john.doe@example.com,1
34,105374.17101022428,41619.48297438139,33,0.3373401410170235,655,Divorced,Salaried,PhD,Rent,4,Education,4,+1-449-840-4588,john.doe@testmail.com,1
61,59893.177138944506,9901.325383102914,3,0.7249811699240525,506,Single,Salaried,High School,Mortgage,1,Car,3,+1-566-134-5885,john.doe@demo.org,0
45,58029.9837641077,11704.633518658762,27,0.538813009039619,534,Married,Salaried,Master's,Own,3,Business,4,+1-518-438-9884,john.doe@testmail.com,0
47,50465.605878940136,28698.070877103182,37,0.06062892606646819,741,Married,Unemployed,Bachelor's,Rent,4,Home,1,+1-289-620-9974,john.doe@demo.org,0
46,84710.49544148328,16073.13464590992,30,0.6899997373089434,654,Single,Salaried,High School,Mortgage,3,Home,3,+1-829-557-9936,john.doe@demo.org,1
63,64137.512854699395,26451.296376852162,26,0.6900965582378434,814,Single,Salaried,PhD,Own,1,Car,0,+1-994-464-1985,john.doe@testmail.com,0
23,96982.468665896,22746.43957182576,4,0.930606804846537,507,Divorced,Salaried,PhD,Rent,4,Car,3,+1-357-558-2383,john.doe@demo.org,0
52,48502.18275380737,29723.6407293704,24,0.4973124461689724,424,Divorced,Unemployed,PhD,Own,1,Business,1,+1-419-908-1143,john.doe@testmail.com,0
58,100901.08998430432,38609.40722611202,2,0.23025092071051467,437,Married,Unemployed,Master's,Mortgage,0,Education,3,+1-432-560-8032,john.doe@testmail.com,1
54,84334.93785571252,37197.090819467354,32,0.04456382344867915,638,Divorced,Self-employed,Master's,Rent,1,Car,4,+1-560-617-1083,john.doe@testmail.com,0
41,40284.0570050119,28455.535961840047,3,0.4156421866859057,836,Married,Salaried,Bachelor's,Rent,3,Home,4,+1-232-373-2642,john.doe@testmail.com,1
46,67305.41257832649,42007.70384676761,24,0.3019167000775018,367,Divorced,Self-employed,Master's,Own,2,Business,1,+1-779-468-5841,john.doe@testmail.com,1
66,107716.63265516612,24388.7941192115,19,0.7610883060238756,840,Divorced,Self-employed,Master's,Rent,1,Home,2,+1-984-322-9657,john.doe@example.com,0
63,113066.42086186363,45352.1430428055,33,0.3542677648410466,682,Single,Salaried,High School,Mortgage,2,Home,4,+1-770-889-3455,john.doe@demo.org,1
48,71913.0110086932,8207.612152482376,25,0.9490711963148439,318,Divorced,Unemployed,High School,Own,0,Home,0,+1-678-772-8231,john.doe@testmail.com,1
52,73275.32802801662,47959.701351498836,4,0.9623102029877842,749,Married,Self-employed,PhD,Own,4,Education,1,+1-147-232-1295,john.doe@demo.org,0
50,112660.92524453711,34461.18866441067,34,0.6209085902177081,373,Single,Self-employed,Master's,Own,4,Business,3,+1-741-622-7329,john.doe@demo.org,1
69,82836.14017229105,22103.35290217424,27,0.9286602870148829,575,Divorced,Salaried,Master's,Mortgage,2,Education,3,+1-802-767-8077,john.doe@example.com,0
38,32956.20032190945,13871.93569577948,28,0.7608543445144956,347,Divorced,Salaried,High School,Mortgage,4,Home,0,+1-143-245-7500,john.doe@testmail.com,1
49,112147.4516591216,26563.245324961998,8,0.5468596409751262,510,Married,Self-employed,Master's,Own,1,Education,4,+1-260-760-2409,john.doe@example.com,1
40,52340.37984814367,13755.124543338543,37,0.18030793542277812,839,Divorced,Self-employed,Bachelor's,Rent,2,Home,1,+1-170-628-7040,john.doe@example.com,0
50,81986.87586823925,12484.922348441396,5,0.45859794351384,490,Single,Self-employed,Bachelor's,Own,3,Education,0,+1-246-452-3976,john.doe@testmail.com,0
20,44896.19856851765,32780.82908358384,18,0.5608744633626176,614,Single,Self-employed,PhD,Own,1,Education,4,+1-886-724-3845,john.doe@example.com,1
35,33049.12442219355,28538.81260618031,10,0.8639615807350102,412,Divorced,Self-employed,PhD,Mortgage,1,Home,1,+1-180-681-5078,john.doe@demo.org,1
42,58032.58540194816,35154.32155749238,1,0.4813333765356649,469,Single,Unemployed,PhD,Rent,1,Education,3,+1-670-635-9006,john.doe@testmail.com,0
59,100244.6136791479,46832.264483989515,8,0.8976746726779566,767,Single,Unemployed,Master's,Own,3,Education,1,+1-190-150-8303,john.doe@example.com,1
48,54982.84553664763,28951.709600256807,20,0.6743489790234689,313,Divorced,Self-employed,Master's,Mortgage,0,Business,2,+1-709-564-2788,john.doe@demo.org,1
20,49808.749267298736,31141.942396825896,23,0.13699906305367138,587,Divorced,Salaried,Bachelor's,Rent,4,Business,1,+1-179-260-3737,john.doe@testmail.com,1
57,49141.27059071037,9033.185261972394,33,0.994981369325093,488,Married,Unemployed,PhD,Rent,2,Car,2,+1-701-313-2863,john.doe@demo.org,1
63,76365.63141661313,37293.61036588833,21,0.5272326607539126,454,Single,Salaried,PhD,Own,0,Car,1,+1-775-754-9043,john.doe@testmail.com,0
41,117798.71841144806,22995.73430618703,2,0.3918582964090789,770,Single,Salaried,High School,Rent,2,Car,2,+1-636-279-8073,john.doe@demo.org,0
67,71309.00892153117,48952.63573981605,11,0.6591137644695265,374,Single,Self-employed,High School,Rent,4,Business,3,+1-186-672-5775,john.doe@example.com,0
49,80157.48320010431,42042.83070180471,27,0.10889331398103907,576,Divorced,Self-employed,High School,Rent,3,Car,4,+1-618-735-5107,john.doe@demo.org,0
64,107456.88161016606,28511.646823225325,29,0.6365386467533544,642,Single,Self-employed,PhD,Mortgage,1,Education,2,+1-788-951-7441,john.doe@demo.org,0
39,78156.27470402927,10545.019437747473,25,0.49823600049927297,724,Divorced,Unemployed,PhD,Own,1,Home,2,+1-693-842-9451,john.doe@demo.org,0
40,46601.65842769705,43673.71069762651,20,0.40667406999858313,810,Divorced,Unemployed,PhD,Rent,3,Education,3,+1-572-811-4720,john.doe@testmail.com,1
19,56963.632058982934,40990.14929408098,27,0.9530200211788992,481,Married,Self-employed,PhD,Rent,0,Home,2,+1-514-972-7848,john.doe@demo.org,0
44,57894.32336417498,13306.330829166485,25,0.5225397167320532,757,Married,Salaried,Master's,Rent,0,Business,0,+1-722-864-1192,john.doe@testmail.com,1
59,65758.6303911838,18287.523014913953,32,0.21911747946993843,363,Single,Unemployed,Bachelor's,Rent,2,Education,3,+1-312-264-3431,john.doe@example.com,1
19,68411.00148030744,40703.32661665268,20,0.45896347937729864,559,Married,Salaried,PhD,Mortgage,3,Education,0,+1-236-359-8504,john.doe@example.com,1
43,101980.38198668425,13335.280094633436,34,0.9193874045726727,492,Single,Unemployed,Bachelor's,Mortgage,0,Home,3,+1-330-217-1341,john.doe@example.com,0
34,61444.82991443997,46298.86201271198,33,0.17609547133059467,705,Married,Salaried,PhD,Rent,3,Education,2,+1-961-217-6968,john.doe@example.com,1
57,72140.86455972414,24103.734133836286,17,0.2139570386882369,392,Single,Unemployed,Bachelor's,Rent,4,Education,0,+1-252-197-6271,john.doe@testmail.com,0
50,86247.8388345947,8916.75331644464,10,0.013029567757083749,729,Single,Self-employed,PhD,Own,1,Education,2,+1-307-285-5221,john.doe@demo.org,1
26,63995.335269615236,41708.68895769264,22,0.01419004939576718,733,Divorced,Self-employed,Master's,Rent,1,Home,3,+1-816-412-9329,john.doe@demo.org,1
60,105290.83319630996,21807.935736727442,21,0.8293916269585125,703,Single,Salaried,PhD,Own,1,Education,2,+1-861-810-2217,john.doe@example.com,0
65,82870.82438106669,28692.463736920145,16,0.7321226068429558,733,Single,Self-employed,Master's,Rent,3,Education,0,+1-292-226-9684,john.doe@demo.org,1
56,56464.021129887435,10053.695498504861,4,0.35504105645195827,411,Married,Self-employed,Bachelor's,Rent,3,Business,0,+1-490-343-3254,john.doe@demo.org,1
46,94265.32798108454,5116.280668024207,10,0.6983111572275728,674,Married,Salaried,Master's,Rent,2,Home,2,+1-770-439-8657,john.doe@example.com,1
59,77488.29571303073,33709.33426069839,29,0.3952059263099702,358,Divorced,Unemployed,Master's,Mortgage,1,Car,1,+1-917-264-8901,john.doe@testmail.com,1
43,78101.03021315222,28182.88266501792,14,0.9528967959978275,342,Divorced,Unemployed,Master's,Own,2,Business,3,+1-619-393-8505,john.doe@demo.org,0
52,73297.91535488275,31709.235610541622,26,0.9670526814260348,506,Married,Self-employed,Bachelor's,Rent,1,Education,3,+1-194-547-5051,john.doe@example.com,1
67,74731.07539391241,40718.473267123234,34,0.3927937758093434,595,Married,Unemployed,High School,Own,2,Car,2,+1-300-213-2662,john.doe@example.com,1
42,98882.06529596166,34097.266104028706,32,0.854221906340868,417,Single,Self-employed,PhD,Mortgage,2,Education,1,+1-190-241-7984,john.doe@demo.org,0
41,39268.333139818395,12864.804927231973,19,0.7730890416974662,831,Single,Self-employed,Bachelor's,Rent,4,Home,0,+1-273-459-8232,john.doe@example.com,1
30,60092.6530179434,21234.76335997699,15,0.3099999371717893,521,Single,Salaried,Bachelor's,Own,2,Business,4,+1-551-455-7610,john.doe@demo.org,1
24,36795.30274235003,45765.099715449214,33,0.23203982890110597,465,Married,Unemployed,Bachelor's,Mortgage,3,Car,4,+1-596-460-5486,john.doe@demo.org,1
53,97792.15986727057,39647.51151132555,1,0.45823465039283384,455,Married,Unemployed,High School,Mortgage,2,Education,2,+1-230-573-7701,john.doe@testmail.com,1
62,54507.166924826946,30048.667607152278,34,0.7813488406144062,483,Married,Salaried,Bachelor's,Mortgage,1,Car,1,+1-138-913-2296,john.doe@testmail.com,0
37,110768.73688369957,16504.02490141725,39,0.9601677847287454,389,Single,Salaried,Bachelor's,Own,2,Business,1,+1-938-857-3565,john.doe@demo.org,1
18,77392.06199933644,18592.722582565777,27,0.7635790688665726,393,Divorced,Unemployed,PhD,Own,0,Car,3,+1-779-532-8972,john.doe@example.com,0
25,102067.4794337509,37938.11304135356,38,0.85520698501837,312,Single,Unemployed,High School,Mortgage,1,Home,0,+1-657-233-7146,john.doe@example.com,1
63,118103.8292054365,43302.841738374686,5,0.6030643061705165,737,Single,Self-employed,High School,Rent,0,Education,1,+1-753-226-3319,john.doe@testmail.com,1
33,105580.99735109136,35214.11012887765,8,0.8354078308421259,837,Single,Salaried,Master's,Rent,1,Car,4,+1-290-823-6201,john.doe@testmail.com,1
31,108029.43840103711,41428.84890957988,19,0.7844208580034177,449,Divorced,Unemployed,Master's,Mortgage,3,Home,0,+1-572-259-3713,john.doe@example.com,0
29,66718.60458283602,39499.52608401827,0,0.3769855419262801,307,Married,Unemployed,PhD,Mortgage,3,Business,0,+1-507-955-8836,john.doe@example.com,1
68,79655.03357334058,11736.678558063097,7,0.5519903021207211,328,Single,Salaried,High School,Mortgage,3,Education,2,+1-994-214-7841,john.doe@demo.org,1
40,52849.970763897385,24077.51658109859,22,0.8047531219896948,595,Single,Unemployed,Master's,Rent,0,Education,1,+1-910-746-1725,john.doe@demo.org,0
32,47650.17897241075,11884.27103728532,2,0.04605673418995637,639,Divorced,Self-employed,High School,Mortgage,4,Education,2,+1-848-271-7029,john.doe@example.com,0
45,75495.70911954304,15585.601316089316,3,0.8080792823558299,738,Married,Unemployed,Bachelor's,Mortgage,1,Education,1,+1-541-739-8161,john.doe@example.com,0
51,83554.40817303785,44116.683109297366,24,0.17788812404902343,443,Single,Salaried,Bachelor's,Rent,3,Business,3,+1-405-981-8896,john.doe@demo.org,0
19,60534.41213065719,26280.138453493197,37,0.514683617121439,818,Single,Salaried,PhD,Own,1,Education,2,+1-458-694-9302,john.doe@example.com,1
49,81249.91659871503,29091.114582919738,14,0.8082754395559376,344,Married,Self-employed,PhD,Rent,0,Business,2,+1-604-561-8384,john.doe@testmail.com,1
40,109871.44342621526,13030.068435249745,20,0.25382107815669486,538,Divorced,Salaried,PhD,Own,4,Education,4,+1-768-581-7172,john.doe@testmail.com,1
39,80104.94263050295,19052.230372195823,34,0.245807439306153,454,Married,Salaried,High School,Mortgage,0,Car,2,+1-112-915-5592,john.doe@demo.org,1
68,94873.1786679456,15361.077579254146,13,0.40276439846225187,480,Married,Salaried,High School,Own,1,Business,1,+1-783-177-3507,john.doe@example.com,0
42,102478.34706221145,14278.377403329188,35,0.8946427975776345,514,Married,Unemployed,PhD,Own,4,Education,4,+1-966-388-5755,john.doe@testmail.com,1
39,118985.59037598985,33708.235699218654,11,0.0004427814372078842,387,Divorced,Unemployed,High School,Own,4,Education,2,+1-404-782-3042,john.doe@demo.org,1
39,84287.76619592815,16559.773144057166,16,0.9013830966419349,555,Married,Unemployed,Master's,Rent,0,Home,2,+1-652-333-9729,john.doe@demo.org,1
66,102616.51340663274,33440.69687091883,38,0.15380702464160778,810,Divorced,Salaried,PhD,Rent,3,Business,3,+1-124-273-8137,john.doe@demo.org,1
69,116638.43866993873,7630.457634884926,8,0.9900863760674821,372,Single,Unemployed,PhD,Own,1,Home,2,+1-156-205-3824,john.doe@testmail.com,0
59,114996.87530195461,11379.847708719582,34,0.9548469930384681,478,Single,Unemployed,High School,Rent,2,Business,0,+1-177-622-3606,john.doe@demo.org,1
23,42697.36638999422,17354.31143000564,12,0.4946751895912833,511,Divorced,Self-employed,High School,Own,2,Car,4,+1-684-787-5045,john.doe@example.com,1
32,66575.30774461699,31867.111260306126,14,0.5127202478126281,533,Single,Self-employed,Bachelor's,Rent,0,Home,0,+1-685-170-6318,john.doe@testmail.com,1
60,59159.105499611964,35412.856028931914,17,0.4815493402758543,764,Divorced,Unemployed,Bachelor's,Rent,1,Education,4,+1-863-230-2313,john.doe@example.com,0
54,37823.25134553144,24922.26350507872,32,0.6354436456595226,522,Divorced,Salaried,High School,Own,1,Business,3,+1-833-142-8355,john.doe@demo.org,0
50,86991.66974198645,25060.591155975304,5,0.09072170223493103,563,Divorced,Salaried,High School,Mortgage,0,Business,2,+1-959-958-3939,john.doe@example.com,1
25,96231.4151876402,37603.25831293782,26,0.032617948341566505,506,Divorced,Salaried,Bachelor's,Rent,1,Business,2,+1-756-327-8709,john.doe@testmail.com,1
61,106331.52859201952,5711.94912945121,22,0.05770292841589886,665,Divorced,Salaried,Bachelor's,Mortgage,3,Car,2,+1-994-877-2318,john.doe@example.com,1
61,41049.92006964376,20349.051101339923,26,0.4443653492415144,575,Married,Self-employed,High School,Mortgage,0,Car,4,+1-151-630-2521,john.doe@demo.org,0
22,108879.96682877645,41841.81757036547,33,0.2755479392194834,679,Single,Salaried,PhD,Rent,3,Business,2,+1-768-204-9805,john.doe@example.com,1
56,87863.30072528278,32144.87345960175,37,0.6220395623709938,608,Married,Self-employed,PhD,Rent,1,Home,0,+1-239-799-3089,john.doe@example.com,1
21,93355.15216246585,20175.220973993917,13,0.992442289374779,567,Single,Self-employed,High School,Mortgage,0,Education,2,+1-643-878-9995,john.doe@testmail.com,1
23,111956.16031862736,45748.615654835325,35,0.3863231730764659,363,Divorced,Salaried,Master's,Rent,1,Business,3,+1-345-333-9247,john.doe@testmail.com,0
62,86228.5143938926,39768.022735222214,7,0.5738412541045134,649,Married,Self-employed,Bachelor's,Own,0,Car,0,+1-559-375-8958,john.doe@example.com,1
49,60227.927143485154,16920.295125653003,34,0.4156038959073355,793,Married,Unemployed,High School,Own,1,Car,2,+1-717-903-3791,john.doe@testmail.com,1
69,104259.65982803938,34038.04268865726,18,0.8472716677218594,822,Divorced,Salaried,Bachelor's,Mortgage,3,Education,2,+1-301-162-8548,john.doe@example.com,0
47,62675.32909755815,31808.78276850305,29,0.9022364034622381,397,Divorced,Self-employed,PhD,Own,3,Education,1,+1-867-404-1379,john.doe@testmail.com,0
64,33080.529973847624,23053.45613175422,13,0.87735561220526,370,Divorced,Self-employed,PhD,Mortgage,1,Education,4,+1-254-165-5289,john.doe@demo.org,1
52,104758.90559087248,21513.02356421603,19,0.9743722386792576,663,Single,Salaried,Bachelor's,Rent,0,Car,0,+1-122-976-2468,john.doe@demo.org,0
57,61067.2930393148,20460.221364906676,24,0.027519185140415292,575,Single,Unemployed,Bachelor's,Mortgage,2,Business,1,+1-244-878-2741,john.doe@demo.org,1
69,99645.10708812063,32772.0102528041,39,0.839816162145531,349,Divorced,Self-employed,High School,Rent,3,Home,3,+1-458-897-6943,john.doe@testmail.com,0
33,62648.21051993509,24908.447141630128,23,0.7517721730390933,657,Single,Salaried,High School,Mortgage,3,Car,4,+1-663-619-9261,john.doe@testmail.com,0
30,107496.12179772495,42433.840096313994,13,0.22869440940036478,784,Divorced,Salaried,High School,Rent,2,Car,0,+1-755-360-9562,john.doe@example.com,1
67,49755.94725728629,35132.117726028286,25,0.9563200933875275,383,Married,Salaried,High School,Own,1,Home,2,+1-336-522-5323,john.doe@demo.org,1
59,117709.2538678983,8146.922256924536,37,0.14817792822994547,595,Single,Salaried,Master's,Own,0,Car,0,+1-874-957-3743,john.doe@demo.org,1
47,100178.28973092277,33807.570072267474,22,0.6795499271339084,535,Single,Unemployed,Bachelor's,Own,1,Business,2,+1-240-205-8525,john.doe@demo.org,0
36,40281.41333283571,17201.634642508317,21,0.22489021681591248,355,Married,Self-employed,Master's,Rent,4,Business,4,+1-337-350-5325,john.doe@demo.org,1
34,80919.89579699044,31676.53962440402,18,0.43138064877407467,659,Divorced,Self-employed,High School,Rent,3,Home,2,+1-722-197-5918,john.doe@testmail.com,1
36,118683.05810175612,35605.93689965531,2,0.7191598969445689,409,Single,Unemployed,Master's,Mortgage,4,Business,3,+1-162-989-7305,john.doe@testmail.com,1
45,72395.8907424433,15387.313511930543,18,0.5633246420330467,491,Single,Salaried,High School,Rent,3,Home,2,+1-246-250-9960,john.doe@demo.org,1
43,46389.64249394249,25558.63901961659,8,0.4275018313281117,392,Single,Salaried,Master's,Mortgage,3,Car,3,+1-480-490-2479,john.doe@testmail.com,1
54,73630.05304353115,13564.618826858052,27,0.3263384309319872,359,Divorced,Salaried,Bachelor's,Rent,4,Home,4,+1-304-769-5463,john.doe@testmail.com,0
43,76121.18902937294,7355.249410392874,19,0.8396596557087903,338,Married,Unemployed,PhD,Rent,4,Home,4,+1-763-567-1820,john.doe@testmail.com,1
40,96751.8249805799,22031.439056864107,6,0.1438143503148137,839,Single,Unemployed,High School,Rent,1,Home,0,+1-560-504-6871,john.doe@example.com,1
26,92896.1267844814,21332.49223306964,13,0.43010287652980006,348,Married,Salaried,High School,Own,4,Car,3,+1-550-328-2412,john.doe@testmail.com,0
29,66229.50392372825,49796.62208169157,8,0.9037575717751422,719,Divorced,Salaried,High School,Rent,1,Business,3,+1-426-346-6076,john.doe@testmail.com,1
18,49622.07967446778,25085.855803893897,18,0.8458495504599677,312,Married,Self-employed,PhD,Mortgage,1,Car,1,+1-465-979-7758,john.doe@demo.org,1
18,88054.87509923965,20010.62972624902,13,0.4009417624730467,335,Single,Self-employed,Master's,Rent,1,Car,1,+1-426-863-1960,john.doe@testmail.com,1
64,67953.35410979536,31121.37530225036,37,0.7631083636013083,400,Divorced,Unemployed,Bachelor's,Own,3,Car,1,+1-281-820-1052,john.doe@demo.org,1
51,41904.859001279736,8994.532734849581,35,0.8231608307088593,385,Divorced,Salaried,PhD,Rent,3,Car,2,+1-630-322-2390,john.doe@demo.org,1
49,111051.50711127471,48274.95811796659,39,0.8888874240036297,815,Divorced,Unemployed,Bachelor's,Rent,4,Business,1,+1-914-573-1249,john.doe@demo.org,0
65,92209.9671848689,33573.20205159649,16,0.544505769049228,522,Single,Unemployed,Bachelor's,Mortgage,3,Business,3,+1-782-810-5873,john.doe@demo.org,0
42,91486.54708009333,38967.70189733815,29,0.2044608860547118,637,Married,Unemployed,High School,Own,4,Car,2,+1-340-949-3655,john.doe@testmail.com,0
57,104032.54883205066,12671.507217826289,8,0.25530907650393164,465,Divorced,Self-employed,High School,Mortgage,3,Business,4,+1-587-128-3380,john.doe@demo.org,1
62,77669.5510789573,23426.503385234177,32,0.2956946740416042,682,Divorced,Unemployed,Master's,Own,0,Education,0,+1-353-202-5388,john.doe@testmail.com,0
18,103354.89855622115,24021.010102828528,24,0.5938024808096155,675,Divorced,Self-employed,Master's,Own,0,Business,1,+1-503-385-5383,john.doe@demo.org,1
33,74828.16781599051,41981.289975548905,13,0.03280962412860844,770,Divorced,Self-employed,Master's,Mortgage,4,Business,4,+1-210-975-9334,john.doe@testmail.com,1
56,36045.785992413905,5055.650589173425,10,0.6360424687799683,330,Single,Self-employed,High School,Mortgage,3,Business,3,+1-785-764-9283,john.doe@testmail.com,1
22,66472.327922492,18538.38987589648,34,0.364354238428232,674,Married,Salaried,High School,Rent,3,Home,0,+1-968-957-8771,john.doe@demo.org,0
39,74771.84045819016,49155.636845493675,13,0.29524180248964216,310,Married,Self-employed,Master's,Rent,1,Home,4,+1-766-323-2711,john.doe@demo.org,0
46,94818.23234690662,26369.89445777984,29,0.8794965707281264,601,Single,Unemployed,Bachelor's,Rent,2,Home,0,+1-261-120-2448,john.doe@testmail.com,0
20,39592.085711580694,22213.68261098037,3,0.4600023955807989,395,Single,Salaried,Master's,Mortgage,4,Education,1,+1-257-604-5940,john.doe@demo.org,1
29,42601.668479440414,10392.305090794085,3,0.09505304553269278,489,Divorced,Salaried,Master's,Rent,2,Business,3,+1-847-392-3464,john.doe@example.com,0
43,53731.54223711548,48837.4082882607,27,0.826746768026247,752,Married,Salaried,Bachelor's,Own,2,Business,0,+1-485-725-9645,john.doe@example.com,1
33,53984.8554033794,5901.186016662101,7,0.0476412574365066,491,Single,Salaried,PhD,Own,4,Home,4,+1-847-731-6246,john.doe@example.com,0
68,95896.61206131561,38173.11012532594,1,0.7267492241681967,785,Divorced,Unemployed,Master's,Own,3,Car,1,+1-463-912-3408,john.doe@testmail.com,0
54,52565.7594505438,39586.99121548288,21,0.7739062217706651,565,Married,Unemployed,High School,Rent,4,Car,1,+1-797-274-3411,john.doe@example.com,1
39,86978.82570217029,15964.552222874,15,0.35260260592885817,723,Married,Unemployed,Bachelor's,Rent,2,Home,4,+1-320-350-7654,john.doe@demo.org,1
46,74484.64651244442,35220.12996258668,28,0.8247878562777867,427,Married,Self-employed,Bachelor's,Mortgage,3,Car,4,+1-374-914-8453,john.doe@demo.org,0
31,81596.49403614606,9181.811497072547,29,0.5156594058564534,537,Married,Unemployed,PhD,Mortgage,0,Home,0,+1-816-616-5028,john.doe@demo.org,0
45,105429.62668604663,16567.126989443594,11,0.4632936532727968,654,Single,Self-employed,Master's,Own,4,Home,2,+1-834-170-9037,john.doe@example.com,0
22,66394.33513941219,40455.58947315192,34,0.04540328146869255,411,Married,Unemployed,Bachelor's,Own,4,Car,1,+1-407-703-7056,john.doe@testmail.com,1
64,99382.02393578434,43910.87864150931,10,0.2900291936489059,745,Divorced,Unemployed,PhD,Mortgage,3,Car,0,+1-367-803-7612,john.doe@demo.org,1
66,67983.24535956187,32381.888569690607,20,0.9310099708852998,642,Single,Self-employed,High School,Rent,0,Home,4,+1-106-193-1797,john.doe@example.com,0
47,61848.42389051245,27807.729431921718,20,0.3918239632835,444,Single,Unemployed,PhD,Mortgage,0,Car,0,+1-760-663-6933,john.doe@testmail.com,0
63,116276.44595818986,12168.680927854113,4,0.5467005205567683,364,Divorced,Salaried,Master's,Mortgage,3,Home,4,+1-522-603-2779,john.doe@example.com,1
69,46593.382861106686,7839.906488561757,19,0.5320216789842518,546,Divorced,Self-employed,PhD,Own,1,Car,3,+1-189-958-3672,john.doe@example.com,0
22,38130.32645198471,10294.206281310138,36,0.5904310898226933,789,Divorced,Unemployed,Master's,Own,4,Business,4,+1-427-504-5209,john.doe@example.com,1
29,99388.73329819307,15231.078504324445,2,0.061330955643282614,738,Married,Unemployed,Master's,Own,4,Home,4,+1-549-749-9077,john.doe@demo.org,1
33,36142.47348186824,20375.352585361437,32,0.3621762547987283,405,Single,Salaried,Bachelor's,Own,2,Education,4,+1-342-780-8230,john.doe@example.com,1
43,105337.10916327265,22140.928647994424,8,0.7231282738825542,480,Single,Unemployed,High School,Mortgage,3,Home,2,+1-367-821-5536,john.doe@testmail.com,1
43,69347.40567215192,20584.47958650516,8,0.20056025107298292,483,Divorced,Salaried,Master's,Mortgage,2,Education,4,+1-758-342-2530,john.doe@demo.org,1
65,112396.23095627227,15757.489948876952,3,0.20357837754636043,525,Divorced,Self-employed,Bachelor's,Rent,2,Home,1,+1-411-181-8719,john.doe@demo.org,1
38,94937.9575009715,27937.591103826417,34,0.010090606689024728,388,Divorced,Unemployed,Master's,Rent,0,Home,1,+1-788-858-2137,john.doe@demo.org,0
56,84936.42003071618,42137.87487048036,16,0.4374819266082097,829,Married,Self-employed,Master's,Own,4,Education,0,+1-515-749-2528,john.doe@example.com,1
53,115437.61173519891,17586.659231216567,33,0.882734380673422,670,Divorced,Unemployed,PhD,Own,2,Car,2,+1-623-254-1768,john.doe@example.com,1
50,65698.44357468488,47407.41585960049,23,0.05190094358730901,698,Divorced,Unemployed,High School,Mortgage,0,Business,0,+1-553-648-8356,john.doe@example.com,0
47,115867.82428856698,44300.149777573155,31,0.19111870949600263,405,Married,Salaried,PhD,Own,3,Car,1,+1-324-544-9581,john.doe@testmail.com,1
